dataset	cell	class	ngenes	reads
VASA published, mouse	154	multi	8	398
VASA published, mouse	154	multi	9	803
VASA published, mouse	154	multi	10	139
VASA published, mouse	154	multi	11	53
VASA published, mouse	154	multi	12	48
VASA published, mouse	154	multi	13	9
VASA published, mouse	154	multi	14	1
VASA published, mouse	154	multi	18	13
VASA published, mouse	154	multi	19	3
VASA published, mouse	154	multi	20	66
VASA published, mouse	154	single	1	273963
VASA published, mouse	154	single	2	10335
VASA published, mouse	154	single	3	346
VASA published, mouse	154	single	4	8
VASA published, mouse	154	single	5	3
VASA published, mouse	154	single	7	3
VASA published, mouse	154	single	13	2
VASA published, mouse	154	single	14	4
VASA published, mouse	154	single	16	2
VASA published, mouse	154	single	18	10
VASA published, mouse	154	single	20	8
VASA published, mouse	156	multi	1	5339
VASA published, mouse	156	multi	2	7495
VASA published, mouse	156	multi	3	3171
VASA published, mouse	156	multi	4	2947
VASA published, mouse	156	multi	5	1079
VASA published, mouse	156	multi	6	1030
VASA published, mouse	156	multi	7	301
VASA published, mouse	156	multi	8	210
VASA published, mouse	156	multi	9	419
VASA published, mouse	156	multi	10	56
VASA published, mouse	156	multi	11	39
VASA published, mouse	156	multi	12	20
VASA published, mouse	156	multi	13	7
VASA published, mouse	156	multi	18	2
VASA published, mouse	156	multi	19	3
VASA published, mouse	156	multi	20	28
VASA published, mouse	156	single	1	135580
VASA published, mouse	156	single	2	5363
VASA published, mouse	156	single	3	284
VASA published, mouse	156	single	4	8
VASA published, mouse	156	single	15	3
VASA published, mouse	156	single	16	23
VASA published, mouse	156	single	17	6
VASA published, mouse	156	single	19	20
VASA published, mouse	156	single	20	18
VASA published, mouse	158	multi	1	5757
VASA published, mouse	158	multi	2	6999
VASA published, mouse	158	multi	3	3319
VASA published, mouse	158	multi	4	3000
VASA published, mouse	158	multi	5	1184
VASA published, mouse	158	multi	6	1192
VASA published, mouse	158	multi	7	375
VASA published, mouse	158	multi	8	238
VASA published, mouse	158	multi	9	407
VASA published, mouse	158	multi	10	75
VASA published, mouse	158	multi	11	56
VASA published, mouse	158	multi	12	6
VASA published, mouse	158	multi	13	2
VASA published, mouse	158	multi	14	1
VASA published, mouse	158	multi	18	12
VASA published, mouse	158	multi	19	5
VASA published, mouse	158	multi	20	27
VASA published, mouse	158	single	1	166455
VASA published, mouse	158	single	2	5963
VASA published, mouse	158	single	3	217
VASA published, mouse	158	single	4	5
VASA published, mouse	158	single	14	2
VASA published, mouse	158	single	15	5
VASA published, mouse	158	single	16	3
VASA published, mouse	158	single	20	4
VASA published, mouse	160	multi	1	3599
VASA published, mouse	160	multi	2	4855
VASA published, mouse	160	multi	3	2760
VASA published, mouse	160	multi	4	6666
VASA published, mouse	160	multi	5	1484
VASA published, mouse	160	multi	6	3128
VASA published, mouse	160	multi	7	231
VASA published, mouse	160	multi	8	224
VASA published, mouse	160	multi	9	2148
VASA published, mouse	160	multi	10	32
VASA published, mouse	160	multi	11	29
VASA published, mouse	160	multi	12	11
VASA published, mouse	160	multi	13	11
VASA published, mouse	160	multi	14	1
VASA published, mouse	160	multi	20	25
VASA published, mouse	160	single	1	112586
VASA published, mouse	160	single	2	4950
VASA published, mouse	160	single	3	263
VASA published, mouse	160	single	4	11
VASA published, mouse	160	single	14	1
VASA published, mouse	160	single	19	2
VASA published, mouse	160	single	20	13
VASA published, mouse	162	multi	1	4284
VASA published, mouse	162	multi	2	6683
VASA published, mouse	162	multi	3	2976
VASA published, mouse	162	multi	4	2293
VASA published, mouse	162	multi	5	889
VASA published, mouse	162	multi	6	909
VASA published, mouse	162	multi	7	250
VASA published, mouse	162	multi	8	272
VASA published, mouse	162	multi	9	370
VASA published, mouse	162	multi	10	47
VASA published, mouse	162	multi	11	23
VASA published, mouse	162	multi	12	16
VASA published, mouse	162	multi	13	4
VASA published, mouse	162	multi	18	2
VASA published, mouse	162	multi	19	6
VASA published, mouse	162	multi	20	20
VASA published, mouse	162	single	1	113799
VASA published, mouse	162	single	2	4530
VASA published, mouse	162	single	3	160
VASA published, mouse	162	single	4	17
VASA published, mouse	162	single	5	9
VASA published, mouse	162	single	7	6
VASA published, mouse	162	single	12	2
VASA published, mouse	162	single	15	1
VASA published, mouse	162	single	19	11
VASA published, mouse	162	single	20	27
VASA published, mouse	164	multi	1	2929
VASA published, mouse	164	multi	2	4508
VASA published, mouse	164	multi	3	2048
VASA published, mouse	164	multi	4	1504
VASA published, mouse	164	multi	5	756
VASA published, mouse	164	multi	6	569
VASA published, mouse	164	multi	7	199
VASA published, mouse	164	multi	8	158
VASA published, mouse	164	multi	9	184
VASA published, mouse	164	multi	10	49
VASA published, mouse	164	multi	11	18
VASA published, mouse	164	multi	12	7
VASA published, mouse	164	multi	13	3
VASA published, mouse	164	multi	14	2
VASA published, mouse	164	multi	16	4
VASA published, mouse	164	multi	18	5
VASA published, mouse	164	multi	20	17
VASA published, mouse	164	single	1	79142
VASA published, mouse	164	single	2	3075
VASA published, mouse	164	single	3	124
VASA published, mouse	164	single	7	6
VASA published, mouse	164	single	14	2
VASA published, mouse	164	single	19	5
VASA published, mouse	164	single	20	7
VASA published, mouse	166	multi	1	2065
VASA published, mouse	166	multi	2	3553
VASA published, mouse	166	multi	3	1526
VASA published, mouse	166	multi	4	1171
VASA published, mouse	166	multi	5	644
VASA published, mouse	166	multi	6	498
VASA published, mouse	166	multi	7	152
VASA published, mouse	166	multi	8	113
VASA published, mouse	166	multi	9	105
VASA published, mouse	166	multi	10	62
VASA published, mouse	166	multi	11	18
VASA published, mouse	166	multi	12	9
VASA published, mouse	166	multi	13	1
VASA published, mouse	166	multi	14	1
VASA published, mouse	166	multi	18	7
VASA published, mouse	166	multi	19	2
VASA published, mouse	166	multi	20	20
VASA published, mouse	166	single	1	48870
VASA published, mouse	166	single	2	1955
VASA published, mouse	166	single	3	81
VASA published, mouse	166	single	5	2
VASA published, mouse	166	single	20	6
VASA published, mouse	170	multi	1	2163
VASA published, mouse	170	multi	2	2806
VASA published, mouse	170	multi	3	1255
VASA published, mouse	170	multi	4	1268
VASA published, mouse	170	multi	5	503
VASA published, mouse	170	multi	6	489
VASA published, mouse	170	multi	7	100
VASA published, mouse	170	multi	8	76
VASA published, mouse	170	multi	9	203
VASA published, mouse	170	multi	10	15
VASA published, mouse	170	multi	11	15
VASA published, mouse	170	multi	12	1
VASA published, mouse	170	multi	18	4
VASA published, mouse	170	multi	19	2
VASA published, mouse	170	multi	20	11
VASA published, mouse	170	single	1	63297
VASA published, mouse	170	single	2	2200
VASA published, mouse	170	single	3	86
VASA published, mouse	170	single	4	1
VASA published, mouse	170	single	20	22
VASA published, mouse	172	multi	1	4013
VASA published, mouse	172	multi	2	5930
VASA published, mouse	172	multi	3	2703
VASA published, mouse	172	multi	4	1804
VASA published, mouse	172	multi	5	928
VASA published, mouse	172	multi	6	773
VASA published, mouse	172	multi	7	277
VASA published, mouse	172	multi	8	187
VASA published, mouse	172	multi	9	233
VASA published, mouse	172	multi	10	72
VASA published, mouse	172	multi	11	53
VASA published, mouse	172	multi	12	17
VASA published, mouse	172	multi	13	6
VASA published, mouse	172	multi	14	1
VASA published, mouse	172	multi	19	3
VASA published, mouse	172	multi	20	37
VASA published, mouse	172	single	1	108648
VASA published, mouse	172	single	2	3770
VASA published, mouse	172	single	3	162
VASA published, mouse	172	single	4	6
VASA published, mouse	172	single	5	11
VASA published, mouse	172	single	6	2
VASA published, mouse	172	single	7	11
VASA published, mouse	172	single	10	1
VASA published, mouse	172	single	12	2
VASA published, mouse	172	single	18	3
VASA published, mouse	172	single	20	14
VASA published, mouse	174	multi	1	2281
VASA published, mouse	174	multi	2	3285
VASA published, mouse	174	multi	3	1200
VASA published, mouse	174	multi	4	911
VASA published, mouse	174	multi	5	397
VASA published, mouse	174	multi	6	354
VASA published, mouse	174	multi	7	90
VASA published, mouse	174	multi	8	80
VASA published, mouse	174	multi	9	170
VASA published, mouse	174	multi	10	25
VASA published, mouse	174	multi	11	17
VASA published, mouse	174	multi	12	6
VASA published, mouse	174	multi	13	3
VASA published, mouse	174	multi	14	9
VASA published, mouse	174	multi	15	6
VASA published, mouse	174	multi	16	1
VASA published, mouse	174	multi	18	2
VASA published, mouse	174	multi	20	9
VASA published, mouse	174	single	1	78650
VASA published, mouse	174	single	2	2550
VASA published, mouse	174	single	3	103
VASA published, mouse	174	single	4	9
VASA published, mouse	174	single	9	1
VASA published, mouse	174	single	10	5
VASA published, mouse	174	single	11	1
VASA published, mouse	174	single	13	3
VASA published, mouse	174	single	14	1
VASA published, mouse	174	single	20	12
VASA published, mouse	176	multi	1	4114
VASA published, mouse	176	multi	2	6330
VASA published, mouse	176	multi	3	2993
VASA published, mouse	176	multi	4	2347
VASA published, mouse	176	multi	5	1207
VASA published, mouse	176	multi	6	908
VASA published, mouse	176	multi	7	315
VASA published, mouse	176	multi	8	197
VASA published, mouse	176	multi	9	297
VASA published, mouse	176	multi	10	105
VASA published, mouse	176	multi	11	71
VASA published, mouse	176	multi	12	19
VASA published, mouse	176	multi	13	3
VASA published, mouse	176	multi	14	2
VASA published, mouse	176	multi	18	10
VASA published, mouse	176	multi	19	7
VASA published, mouse	176	multi	20	69
VASA published, mouse	176	single	1	94689
VASA published, mouse	176	single	2	4031
VASA published, mouse	176	single	3	120
VASA published, mouse	176	single	4	3
VASA published, mouse	176	single	7	12
VASA published, mouse	176	single	8	2
VASA published, mouse	176	single	17	3
VASA published, mouse	176	single	20	13
VASA published, mouse	178	multi	1	4680
VASA published, mouse	178	multi	2	6181
VASA published, mouse	178	multi	3	3024
VASA published, mouse	178	multi	4	2210
VASA published, mouse	178	multi	5	985
VASA published, mouse	178	multi	6	828
VASA published, mouse	178	multi	7	320
VASA published, mouse	178	multi	8	208
VASA published, mouse	178	multi	9	211
VASA published, mouse	178	multi	10	54
VASA published, mouse	178	multi	11	30
VASA published, mouse	178	multi	12	15
VASA published, mouse	178	multi	13	4
VASA published, mouse	178	multi	15	3
VASA published, mouse	178	multi	18	3
VASA published, mouse	178	multi	20	19
VASA published, mouse	178	single	1	122901
VASA published, mouse	178	single	2	4481
VASA published, mouse	178	single	3	149
VASA published, mouse	178	single	4	1
VASA published, mouse	178	single	6	5
VASA published, mouse	178	single	14	1
VASA published, mouse	178	single	20	8
VASA published, mouse	180	multi	1	7929
VASA published, mouse	180	multi	2	11144
VASA published, mouse	180	multi	3	4842
VASA published, mouse	180	multi	4	3648
VASA published, mouse	180	multi	5	1694
VASA published, mouse	180	multi	6	1637
VASA published, mouse	180	multi	7	455
VASA published, mouse	180	multi	8	370
VASA published, mouse	180	multi	9	524
VASA published, mouse	180	multi	10	100
VASA published, mouse	180	multi	11	45
VASA published, mouse	180	multi	12	13
VASA published, mouse	180	multi	13	2
VASA published, mouse	180	multi	17	2
VASA published, mouse	180	multi	18	7
VASA published, mouse	180	multi	19	5
VASA published, mouse	180	multi	20	65
VASA published, mouse	180	single	1	218525
VASA published, mouse	180	single	2	7881
VASA published, mouse	180	single	3	334
VASA published, mouse	180	single	4	12
VASA published, mouse	180	single	6	3
VASA published, mouse	180	single	7	1
VASA published, mouse	180	single	8	7
VASA published, mouse	180	single	12	1
VASA published, mouse	180	single	14	19
VASA published, mouse	180	single	15	3
VASA published, mouse	180	single	16	5
VASA published, mouse	180	single	17	9
VASA published, mouse	180	single	18	12
VASA published, mouse	180	single	20	51
VASA published, mouse	182	multi	1	3934
VASA published, mouse	182	multi	2	5338
VASA published, mouse	182	multi	3	2451
VASA published, mouse	182	multi	4	1967
VASA published, mouse	182	multi	5	800
VASA published, mouse	182	multi	6	639
VASA published, mouse	182	multi	7	268
VASA published, mouse	182	multi	8	163
VASA published, mouse	182	multi	9	259
VASA published, mouse	182	multi	10	98
VASA published, mouse	182	multi	11	44
VASA published, mouse	182	multi	12	16
VASA published, mouse	182	multi	13	1
VASA published, mouse	182	multi	18	2
VASA published, mouse	182	multi	19	3
VASA published, mouse	182	multi	20	25
VASA published, mouse	182	single	1	102570
VASA published, mouse	182	single	2	3829
VASA published, mouse	182	single	3	117
VASA published, mouse	182	single	4	9
VASA published, mouse	184	multi	1	6261
VASA published, mouse	184	multi	2	9120
VASA published, mouse	184	multi	3	3970
VASA published, mouse	184	multi	4	3754
VASA published, mouse	184	multi	5	1319
VASA published, mouse	184	multi	6	1434
VASA published, mouse	184	multi	7	373
VASA published, mouse	184	multi	8	224
VASA published, mouse	184	multi	9	460
VASA published, mouse	184	multi	10	92
VASA published, mouse	184	multi	11	45
VASA published, mouse	184	multi	12	16
VASA published, mouse	184	multi	13	1
VASA published, mouse	184	multi	14	1
VASA published, mouse	184	multi	16	3
VASA published, mouse	184	multi	17	1
VASA published, mouse	184	multi	18	3
VASA published, mouse	184	multi	20	27
VASA published, mouse	184	single	1	197349
VASA published, mouse	184	single	2	6894
VASA published, mouse	184	single	3	352
VASA published, mouse	184	single	4	3
VASA published, mouse	184	single	12	5
VASA published, mouse	184	single	14	2
VASA published, mouse	184	single	15	1
VASA published, mouse	184	single	16	6
VASA published, mouse	184	single	17	2
VASA published, mouse	184	single	20	23
VASA published, mouse	186	multi	1	14630
VASA published, mouse	186	multi	2	16593
VASA published, mouse	186	multi	3	7219
VASA published, mouse	186	multi	4	6743
VASA published, mouse	186	multi	5	2618
VASA published, mouse	186	multi	6	2658
VASA published, mouse	186	multi	7	630
VASA published, mouse	186	multi	8	400
VASA published, mouse	186	multi	9	861
VASA published, mouse	186	multi	10	144
VASA published, mouse	186	multi	11	109
VASA published, mouse	186	multi	12	50
VASA published, mouse	186	multi	13	8
VASA published, mouse	186	multi	14	2
VASA published, mouse	186	multi	18	3
VASA published, mouse	186	multi	19	1
VASA published, mouse	186	multi	20	62
VASA published, mouse	186	single	1	355687
VASA published, mouse	186	single	2	13490
VASA published, mouse	186	single	3	580
VASA published, mouse	186	single	4	10
VASA published, mouse	186	single	12	13
VASA published, mouse	186	single	13	3
VASA published, mouse	186	single	14	3
VASA published, mouse	186	single	20	36
VASA published, mouse	188	multi	1	5094
VASA published, mouse	188	multi	2	7467
VASA published, mouse	188	multi	3	3096
VASA published, mouse	188	multi	4	3150
VASA published, mouse	188	multi	5	1119
VASA published, mouse	188	multi	6	1013
VASA published, mouse	188	multi	7	267
VASA published, mouse	188	multi	8	210
VASA published, mouse	188	multi	9	355
VASA published, mouse	188	multi	10	72
VASA published, mouse	188	multi	11	34
VASA published, mouse	188	multi	12	6
VASA published, mouse	188	multi	13	5
VASA published, mouse	188	multi	16	2
VASA published, mouse	188	multi	17	5
VASA published, mouse	188	multi	18	1
VASA published, mouse	188	multi	19	10
VASA published, mouse	188	multi	20	30
VASA published, mouse	188	single	1	141246
VASA published, mouse	188	single	2	5519
VASA published, mouse	188	single	3	241
VASA published, mouse	188	single	4	15
VASA published, mouse	188	single	6	3
VASA published, mouse	188	single	13	1
VASA published, mouse	188	single	16	2
VASA published, mouse	188	single	20	10
VASA published, mouse	190	multi	1	6460
VASA published, mouse	190	multi	2	8420
VASA published, mouse	190	multi	3	3579
VASA published, mouse	190	multi	4	3047
VASA published, mouse	190	multi	5	1223
VASA published, mouse	190	multi	6	1172
VASA published, mouse	190	multi	7	370
VASA published, mouse	190	multi	8	269
VASA published, mouse	190	multi	9	450
VASA published, mouse	190	multi	10	91
VASA published, mouse	190	multi	11	54
VASA published, mouse	190	multi	12	21
VASA published, mouse	190	multi	13	2
VASA published, mouse	190	multi	14	1
VASA published, mouse	190	multi	18	1
VASA published, mouse	190	multi	20	56
VASA published, mouse	190	single	1	177426
VASA published, mouse	190	single	2	6645
VASA published, mouse	190	single	3	310
VASA published, mouse	190	single	4	2
VASA published, mouse	190	single	8	2
VASA published, mouse	190	single	14	1
VASA published, mouse	190	single	15	4
VASA published, mouse	190	single	20	52
VASA published, mouse	194	multi	1	1144
VASA published, mouse	194	multi	2	1754
VASA published, mouse	194	multi	3	730
VASA published, mouse	194	multi	4	797
VASA published, mouse	194	multi	5	280
VASA published, mouse	194	multi	6	234
VASA published, mouse	194	multi	7	78
VASA published, mouse	194	multi	8	44
VASA published, mouse	194	multi	9	158
VASA published, mouse	194	multi	10	49
VASA published, mouse	194	multi	11	6
VASA published, mouse	194	multi	12	5
VASA published, mouse	194	multi	13	3
VASA published, mouse	194	multi	15	1
VASA published, mouse	194	multi	18	3
VASA published, mouse	194	multi	19	5
VASA published, mouse	194	multi	20	1
VASA published, mouse	194	single	1	25042
VASA published, mouse	194	single	2	1776
VASA published, mouse	194	single	3	52
VASA published, mouse	194	single	4	2
VASA published, mouse	194	single	7	2
VASA published, mouse	194	single	20	6
VASA published, mouse	196	multi	1	2348
VASA published, mouse	196	multi	2	3359
VASA published, mouse	196	multi	3	1714
VASA published, mouse	196	multi	4	2222
VASA published, mouse	196	multi	5	655
VASA published, mouse	196	multi	6	738
VASA published, mouse	196	multi	7	168
VASA published, mouse	196	multi	8	93
VASA published, mouse	196	multi	9	252
VASA published, mouse	196	multi	10	73
VASA published, mouse	196	multi	11	9
VASA published, mouse	196	multi	12	22
VASA published, mouse	196	multi	13	2
VASA published, mouse	196	multi	17	1
VASA published, mouse	196	multi	18	5
VASA published, mouse	196	multi	19	1
VASA published, mouse	196	multi	20	8
VASA published, mouse	196	single	1	67338
VASA published, mouse	196	single	2	3305
VASA published, mouse	196	single	3	119
VASA published, mouse	196	single	4	7
VASA published, mouse	196	single	20	11
VASA published, mouse	198	multi	1	4975
VASA published, mouse	198	multi	2	5851
VASA published, mouse	198	multi	3	3032
VASA published, mouse	198	multi	4	2071
VASA published, mouse	198	multi	5	1027
VASA published, mouse	198	multi	6	858
VASA published, mouse	198	multi	7	238
VASA published, mouse	198	multi	8	209
VASA published, mouse	198	multi	9	218
VASA published, mouse	198	multi	10	50
VASA published, mouse	198	multi	11	34
VASA published, mouse	198	multi	12	20
VASA published, mouse	198	multi	13	2
VASA published, mouse	198	multi	15	1
VASA published, mouse	198	multi	18	26
VASA published, mouse	198	multi	19	2
VASA published, mouse	198	multi	20	25
VASA published, mouse	198	single	1	126643
VASA published, mouse	198	single	2	4077
VASA published, mouse	198	single	3	135
VASA published, mouse	198	single	4	2
VASA published, mouse	198	single	7	1
VASA published, mouse	198	single	9	4
VASA published, mouse	198	single	12	4
VASA published, mouse	198	single	19	2
VASA published, mouse	198	single	20	24
VASA published, mouse	200	multi	1	5992
VASA published, mouse	200	multi	2	7716
VASA published, mouse	200	multi	3	3243
VASA published, mouse	200	multi	4	3250
VASA published, mouse	200	multi	5	1384
VASA published, mouse	200	multi	6	1264
VASA published, mouse	200	multi	7	366
VASA published, mouse	200	multi	8	191
VASA published, mouse	200	multi	9	400
VASA published, mouse	200	multi	10	70
VASA published, mouse	200	multi	11	58
VASA published, mouse	200	multi	12	18
VASA published, mouse	200	multi	13	13
VASA published, mouse	200	multi	18	12
VASA published, mouse	200	multi	19	7
VASA published, mouse	200	multi	20	40
VASA published, mouse	200	single	1	163701
VASA published, mouse	200	single	2	5996
VASA published, mouse	200	single	3	255
VASA published, mouse	200	single	4	2
VASA published, mouse	200	single	6	4
VASA published, mouse	200	single	10	3
VASA published, mouse	200	single	18	1
VASA published, mouse	200	single	20	4
VASA published, mouse	202	multi	1	14274
VASA published, mouse	202	multi	2	19137
VASA published, mouse	202	multi	3	8785
VASA published, mouse	202	multi	4	7945
VASA published, mouse	202	multi	5	3034
VASA published, mouse	202	multi	6	3171
VASA published, mouse	202	multi	7	876
VASA published, mouse	202	multi	8	683
VASA published, mouse	202	multi	9	1162
VASA published, mouse	202	multi	10	241
VASA published, mouse	202	multi	11	158
VASA published, mouse	202	multi	12	45
VASA published, mouse	202	multi	13	13
VASA published, mouse	202	multi	14	3
VASA published, mouse	202	multi	18	10
VASA published, mouse	202	multi	19	21
VASA published, mouse	202	multi	20	64
VASA published, mouse	202	single	1	423797
VASA published, mouse	202	single	2	15388
VASA published, mouse	202	single	3	705
VASA published, mouse	202	single	4	10
VASA published, mouse	202	single	5	6
VASA published, mouse	202	single	6	1
VASA published, mouse	202	single	7	1
VASA published, mouse	202	single	9	5
VASA published, mouse	202	single	15	1
VASA published, mouse	202	single	16	1
VASA published, mouse	202	single	17	1
VASA published, mouse	202	single	19	7
VASA published, mouse	202	single	20	61
VASA published, mouse	204	multi	1	4737
VASA published, mouse	204	multi	2	5856
VASA published, mouse	204	multi	3	3038
VASA published, mouse	204	multi	4	3460
VASA published, mouse	204	multi	5	1040
VASA published, mouse	204	multi	6	1640
VASA published, mouse	204	multi	7	300
VASA published, mouse	204	multi	8	276
VASA published, mouse	204	multi	9	904
VASA published, mouse	204	multi	10	34
VASA published, mouse	204	multi	11	22
VASA published, mouse	204	multi	12	9
VASA published, mouse	204	multi	13	14
VASA published, mouse	204	multi	14	3
VASA published, mouse	204	multi	17	2
VASA published, mouse	204	multi	20	28
VASA published, mouse	204	single	1	154648
VASA published, mouse	204	single	2	6001
VASA published, mouse	204	single	3	363
VASA published, mouse	204	single	10	2
VASA published, mouse	204	single	20	5
VASA published, mouse	208	multi	1	7101
VASA published, mouse	208	multi	2	9288
VASA published, mouse	208	multi	3	4760
VASA published, mouse	208	multi	4	6888
VASA published, mouse	208	multi	5	2011
VASA published, mouse	208	multi	6	2684
VASA published, mouse	208	multi	7	375
VASA published, mouse	208	multi	8	280
VASA published, mouse	208	multi	9	1090
VASA published, mouse	208	multi	10	135
VASA published, mouse	208	multi	11	43
VASA published, mouse	208	multi	12	17
VASA published, mouse	208	multi	13	9
VASA published, mouse	208	multi	18	3
VASA published, mouse	208	multi	19	6
VASA published, mouse	208	multi	20	24
VASA published, mouse	208	single	1	236970
VASA published, mouse	208	single	2	9107
VASA published, mouse	208	single	3	477
VASA published, mouse	208	single	4	10
VASA published, mouse	208	single	5	2
VASA published, mouse	208	single	8	2
VASA published, mouse	208	single	19	7
VASA published, mouse	208	single	20	34
VASA published, mouse	210	multi	1	8167
VASA published, mouse	210	multi	2	11884
VASA published, mouse	210	multi	3	4981
VASA published, mouse	210	multi	4	5151
VASA published, mouse	210	multi	5	1855
VASA published, mouse	210	multi	6	1982
VASA published, mouse	210	multi	7	426
VASA published, mouse	210	multi	8	420
VASA published, mouse	210	multi	9	680
VASA published, mouse	210	multi	10	105
VASA published, mouse	210	multi	11	70
VASA published, mouse	210	multi	12	47
VASA published, mouse	210	multi	13	13
VASA published, mouse	210	multi	14	2
VASA published, mouse	210	multi	18	7
VASA published, mouse	210	multi	19	9
VASA published, mouse	210	multi	20	60
VASA published, mouse	210	single	1	265278
VASA published, mouse	210	single	2	9577
VASA published, mouse	210	single	3	410
VASA published, mouse	210	single	4	10
VASA published, mouse	210	single	6	2
VASA published, mouse	210	single	10	1
VASA published, mouse	210	single	19	2
VASA published, mouse	210	single	20	45
VASA published, mouse	214	multi	1	1707
VASA published, mouse	214	multi	2	2249
VASA published, mouse	214	multi	3	1083
VASA published, mouse	214	multi	4	769
VASA published, mouse	214	multi	5	400
VASA published, mouse	214	multi	6	323
VASA published, mouse	214	multi	7	125
VASA published, mouse	214	multi	8	75
VASA published, mouse	214	multi	9	129
VASA published, mouse	214	multi	10	26
VASA published, mouse	214	multi	11	4
VASA published, mouse	214	multi	12	9
VASA published, mouse	214	multi	13	3
VASA published, mouse	214	multi	16	1
VASA published, mouse	214	multi	17	1
VASA published, mouse	214	multi	19	1
VASA published, mouse	214	multi	20	7
VASA published, mouse	214	single	1	46511
VASA published, mouse	214	single	2	1784
VASA published, mouse	214	single	3	79
VASA published, mouse	214	single	20	3
VASA published, mouse	215	multi	1	3786
VASA published, mouse	215	multi	2	4549
VASA published, mouse	215	multi	3	2015
VASA published, mouse	215	multi	4	2121
VASA published, mouse	215	multi	5	764
VASA published, mouse	215	multi	6	640
VASA published, mouse	215	multi	7	165
VASA published, mouse	215	multi	8	138
VASA published, mouse	215	multi	9	276
VASA published, mouse	215	multi	10	27
VASA published, mouse	215	multi	11	18
VASA published, mouse	215	multi	12	6
VASA published, mouse	215	multi	13	13
VASA published, mouse	215	multi	18	1
VASA published, mouse	215	multi	19	1
VASA published, mouse	215	multi	20	4
VASA published, mouse	215	single	1	116011
VASA published, mouse	215	single	2	4019
VASA published, mouse	215	single	3	184
VASA published, mouse	215	single	4	1
VASA published, mouse	215	single	6	1
VASA published, mouse	215	single	8	1
VASA published, mouse	215	single	20	5
VASA published, mouse	218	multi	1	6319
VASA published, mouse	218	multi	2	8169
VASA published, mouse	218	multi	3	4150
VASA published, mouse	218	multi	4	5317
VASA published, mouse	218	multi	5	1819
VASA published, mouse	218	multi	6	1550
VASA published, mouse	218	multi	7	391
VASA published, mouse	218	multi	8	290
VASA published, mouse	218	multi	9	631
VASA published, mouse	218	multi	10	88
VASA published, mouse	218	multi	11	39
VASA published, mouse	218	multi	12	16
VASA published, mouse	218	multi	13	3
VASA published, mouse	218	multi	14	1
VASA published, mouse	218	multi	17	5
VASA published, mouse	218	multi	18	3
VASA published, mouse	218	multi	19	9
VASA published, mouse	218	multi	20	32
VASA published, mouse	218	single	1	211565
VASA published, mouse	218	single	2	7866
VASA published, mouse	218	single	3	338
VASA published, mouse	218	single	4	12
VASA published, mouse	218	single	9	1
VASA published, mouse	218	single	16	1
VASA published, mouse	218	single	20	25
VASA published, mouse	220	multi	1	10316
VASA published, mouse	220	multi	2	14695
VASA published, mouse	220	multi	3	6699
VASA published, mouse	220	multi	4	6103
VASA published, mouse	220	multi	5	2451
VASA published, mouse	220	multi	6	2446
VASA published, mouse	220	multi	7	611
VASA published, mouse	220	multi	8	533
VASA published, mouse	220	multi	9	1229
VASA published, mouse	220	multi	10	133
VASA published, mouse	220	multi	11	39
VASA published, mouse	220	multi	12	29
VASA published, mouse	220	multi	13	11
VASA published, mouse	220	multi	14	4
VASA published, mouse	220	multi	16	1
VASA published, mouse	220	multi	18	2
VASA published, mouse	220	multi	19	19
VASA published, mouse	220	multi	20	36
VASA published, mouse	220	single	1	347204
VASA published, mouse	220	single	2	13017
VASA published, mouse	220	single	3	487
VASA published, mouse	220	single	4	18
VASA published, mouse	220	single	11	2
VASA published, mouse	220	single	12	1
VASA published, mouse	220	single	14	11
VASA published, mouse	220	single	15	1
VASA published, mouse	220	single	17	1
VASA published, mouse	220	single	19	4
VASA published, mouse	220	single	20	44
VASA published, mouse	222	multi	1	7786
VASA published, mouse	222	multi	2	11715
VASA published, mouse	222	multi	3	4963
VASA published, mouse	222	multi	4	3673
VASA published, mouse	222	multi	5	1574
VASA published, mouse	222	multi	6	1518
VASA published, mouse	222	multi	7	460
VASA published, mouse	222	multi	8	351
VASA published, mouse	222	multi	9	490
VASA published, mouse	222	multi	10	137
VASA published, mouse	222	multi	11	58
VASA published, mouse	222	multi	12	34
VASA published, mouse	222	multi	13	7
VASA published, mouse	222	multi	14	8
VASA published, mouse	222	multi	15	2
VASA published, mouse	222	multi	16	2
VASA published, mouse	222	multi	18	3
VASA published, mouse	222	multi	19	4
VASA published, mouse	222	multi	20	35
VASA published, mouse	222	single	1	222261
VASA published, mouse	222	single	2	7711
VASA published, mouse	222	single	3	315
VASA published, mouse	222	single	4	12
VASA published, mouse	222	single	5	2
VASA published, mouse	222	single	7	1
VASA published, mouse	222	single	8	1
VASA published, mouse	222	single	9	2
VASA published, mouse	222	single	10	2
VASA published, mouse	222	single	13	4
VASA published, mouse	222	single	14	1
VASA published, mouse	222	single	15	3
VASA published, mouse	222	single	16	3
VASA published, mouse	222	single	19	3
VASA published, mouse	222	single	20	33
VASA published, mouse	224	multi	1	1973
VASA published, mouse	224	multi	2	3661
VASA published, mouse	224	multi	3	1451
VASA published, mouse	224	multi	4	991
VASA published, mouse	224	multi	5	537
VASA published, mouse	224	multi	6	426
VASA published, mouse	224	multi	7	177
VASA published, mouse	224	multi	8	103
VASA published, mouse	224	multi	9	123
